Fx,Fy,FzTx,Ty,Tz
-0.000808823,-0.00454908,-0.00309369,0.361888,-0.224687,-0.0742163
-0.00147127,-0.00741678,-0.0314545,0.449954,-0.284135,0.0262781
-0.00294076,0.00569147,-0.00163075,-0.217229,0.0292273,0.0223566
-0.000860441,0.00535566,0.0142613,-0.414792,0.188376,-0.01341
-0.00260948,0.0042215,3.57962e-05,-0.44426,0.209506,0.0496698
-0.000810254,-0.00242549,0.0134549,-0.18908,-0.120484,0.0587183
-0.00422775,-0.00304347,-0.00394913,0.0981057,-0.161027,0.0645929
-0.00322889,-0.000683604,-0.0207672,0.043277,0.0759192,0.0278802
-0.00183629,-0.00200337,0.00814584,-0.187302,-0.0300684,0.0840326
0.000146759,0.00256258,0.000465426,-0.254445,0.0223684,-0.0328345
-0.000848997,0.000880779,-0.00677868,-0.166028,-0.0319223,0.00643402
-0.00442349,-0.00228792,-0.00334593,0.0525315,0.0110235,-0.00733704
-0.00328039,0.00181729,-0.0068855,-0.0194786,0.0667753,0.0203195
-0.000105011,0.00481922,-0.00178238,-0.0964248,0.0538321,0.0390115
-0.00210749,-0.00335401,0.00365118,-0.0969665,-0.0304346,-0.0180716
-0.000288832,0.00220674,0.000742946,-0.111989,0.108542,-0.0750403
-0.00290989,-0.000294386,-0.0124759,-0.0771339,-0.0232859,0.0744196
-0.0038911,-0.0022245,-0.0141673,-0.113347,0.0500212,0.0722452
-0.00321649,-0.0003857,0.000143561,-0.0572975,-0.00643253,-0.00536865
-0.00312268,-0.00157612,0.00166372,-0.0883758,0.00549221,0.0235925
-0.000177491,-0.00238997,0.000121627,-0.0394409,0.0160131,-0.003797
-0.00528764,-0.00258714,0.00168804,4.88663e-05,-0.0687571,0.00862366
-0.00282131,0.000839771,-0.0111093,-0.119855,0.0340948,0.132159
-0.00179182,0.000201048,-0.0105943,-0.170426,0.0281935,0.0609842
-0.00257503,-0.000251709,-0.0202188,-0.122895,0.00202847,0.199252
-0.00116073,0.000839652,0.00175098,-0.0476577,-0.0444117,0.0113397
-0.00300919,-0.0013929,-0.0021114,-0.0616272,-0.0659876,0.065127
-0.00183116,0.00140017,-0.0110068,-0.115269,0.0294485,0.11864
-0.000422704,0.00109762,0.00357965,0.0267746,0.0503798,-0.00121063
0.00124432,-0.000362097,-0.0145263,-0.046128,-0.0611734,0.119143
-9.20177e-05,0.001288,-0.0015392,-0.0914199,0.00676632,-0.00430054
-0.00237273,-0.00129717,0.0020819,-0.0376556,0.0864706,-0.03272
0.00286831,-0.00171894,0.00909904,-0.081681,-0.0553522,-0.0548834
-0.0032128,0.000569166,-0.0015988,-0.100564,0.107677,0.00772339
-0.00227331,-0.00336772,0.00704959,-0.0253723,-0.0437708,-0.015943
-0.00421964,-0.00224846,-0.000163999,-0.0448959,0.0384588,0.0365015
-0.00326406,0.00312287,0.000524077,-0.111199,0.0416212,-0.048017
-0.0028845,0.00192791,-0.0108699,-0.138497,0.0785666,0.103579
-0.00115179,-0.000529944,0.000162158,-0.0792892,0.0242453,-0.00436157
-0.00508736,-0.00399524,-0.00562951,-0.0543602,0.0402937,0.0758539
-0.00335215,0.00288755,0.00196842,-0.0891426,0.140159,-0.00449127
-0.00117015,0.000765027,4.53329e-05,-0.0477493,-0.0163622,0.0104242
-0.00139128,-0.000754415,0.0107999,-0.0840881,0.11074,-0.042478
-0.00623964,-0.00106734,0.00010303,-0.114606,0.0941992,0.00636536
-0.0020759,-0.00106043,-0.000242677,-0.0835044,0.0282621,0.0520044
-0.0011525,0.000804724,0.00489286,-0.0487678,-0.016427,0.0557504
-0.00495301,-0.00144189,-0.00517222,-0.161404,0.00174236,0.0186182
0.00257732,0.00628573,0.0143133,-0.0888374,0.126952,-0.0371909
-0.00181829,0.00140196,0.0183964,-0.026715,0.173381,-0.138502
-0.00393676,-0.000823795,-0.00883719,-0.106816,-0.0318842,0.0466486
-0.00124382,0.000554146,0.00728372,-0.124135,0.0834608,-0.0298132
-0.00223981,0.0022617,-0.00329157,-0.0894325,0.132697,0.00781494
-0.00208234,-0.00340623,0.00132087,-0.0481613,-0.00338078,0.0669885
0.00213231,0.000255884,-6.10018e-05,-0.117936,-0.077569,0.0261713
-0.00218021,0.00249285,0.0021458,-0.137696,0.0488997,-0.0325903
-2.2161e-05,-0.0022878,-0.00330397,-0.086129,-0.012887,-0.0056662
-0.00423514,-0.000950276,0.00692419,-0.0880859,0.0129538,0.0112863
-0.00236176,5.87118e-05,0.00540308,-0.0308426,0.0319853,-0.0163855
0.000798237,0.00413925,0.00559572,-0.125043,0.0629492,-0.0287451
-0.0026251,0.00228232,0.0127178,-0.02126,0.0937185,-0.0698599
-0.00434076,0.00360829,0.0034819,-0.0870063,0.118369,0.0244623
-0.00128089,0.00169975,0.00375608,-0.092778,0.0989523,-0.0168433
0.000235569,-0.00107175,-0.0180397,-0.0508964,-0.0004282,0.130847
-0.00444721,-0.0010075,0.0123577,-0.0416801,0.0144262,-0.0287756
-0.00506519,0.000770868,-0.00705048,-0.124982,0.0755186,0.0467859
-0.00117122,0.000655473,0.00148157,-0.0489433,0.0396757,0.0539346
-0.0031911,0.00183672,0.00174955,-0.118661,0.0954123,0.0237985
-0.00523351,0.00191361,0.000346694,-0.145283,0.0931425,-0.0212378
-0.0053234,0.000669779,0.000417266,-0.103753,0.0918036,-0.0354742
-0.000889409,0.00175053,-0.0177536,-0.0861328,0.094779,0.10174
-0.00231396,-0.00229019,0.0162263,-0.143567,0.0299749,-0.0838751
-0.00412534,0.00117463,-0.0106821,-0.0720413,0.126613,0.0745721
-0.00230001,-3.61788e-05,0.00748447,-0.129094,0.0887442,-0.0591254
0.00378526,0.000969709,0.000466857,-0.0393684,0.0412588,-0.0436377
-0.00195919,-0.00109392,-0.00881192,-0.105557,0.0412893,0.0476862
-0.00508963,-0.00139469,0.00166372,-0.114545,-0.0254679,0.0223032
-0.0043305,0.00234836,0.000456367,-0.117436,0.130996,-0.0347418
-0.002429,-8.07631e-05,0.00714258,-0.0324028,0.0886526,-0.0157141
-0.00196885,-0.000948607,0.00148204,-0.131585,-6.96182e-05,0.0526224
8.08358e-05,-0.0034036,-7.86448e-05,-0.117127,-0.0290155,0.0241953
-0.00413655,3.8923e-05,-0.00200268,-0.104779,0.111693,0.0640894
-0.00124382,0.000554146,0.00728372,-0.124135,0.0834608,-0.0298132
-0.00526856,-0.000656067,-0.00320622,-0.110196,0.145652,-0.00896973
-0.00116454,0.00188643,0.0071874,-0.140759,0.0425787,-0.0153174
0.000781071,0.00043744,0.00383762,-0.0965011,0.0857954,-0.0301031
0.00156273,0.00453097,-0.0168352,-0.163796,-0.0281153,0.218302
-0.00224315,-8.10015e-05,0.00547651,-0.128812,0.116157,-0.0171942
-0.00102638,-0.00171298,0.0020037,-0.158902,0.0365286,-0.018537
-0.00128089,0.00169975,0.00375608,-0.092778,0.0989523,-0.0168433
-0.00334977,0.0076676,-0.00118634,-0.134938,0.161216,-0.0342001
0.00123395,0.00428707,-0.0148329,-0.0694091,0.0297308,0.176707
-0.00100647,-0.0017268,0.00373653,-0.18372,0.050704,-0.0178885
0.000837696,0.000665487,0.00207189,-0.0700271,-0.0131006,-0.0304999
0.000669372,-0.00412804,0.00862363,0.0473626,-0.0474863,0.00133759
-0.000363576,0.000104607,0.0177236,-0.0791366,-0.0061121,-0.0523657
0.00215448,-0.00208574,-0.0053806,-0.056382,-0.123956,0.038035
-0.00485884,-0.000292956,-0.0196261,-0.0783775,0.0151052,0.112597
-7.2825e-05,0.00116474,0.00163082,-0.117425,0.0769796,0.0398584
-0.00152956,-0.00171584,0.0162611,-0.0177505,-0.0163431,-0.0965552
-0.000196207,0.00712758,-0.00336596,-0.0836151,0.0857458,0.0243097
-0.00331889,0.00395614,-0.00809428,-0.105016,0.18349,-0.0380377
-0.00506281,-0.00267178,-0.00683447,-0.095063,-0.013772,0.00374847
0.00387336,0.00115222,0.0107804,-0.113549,-0.000374794,-0.0389838
-0.00206851,-0.00343853,-0.00320574,-0.0956771,-0.00296116,-0.021459
-0.000929821,0.00082642,-0.0122718,-0.0679557,-0.0325785,0.0473657
0.00192429,-0.00223559,0.00696233,-0.0610817,-0.0655069,0.000826416
-0.00102638,0.000846089,-0.00197073,-0.070729,-0.0314455,0.0523401
-0.00225805,0.000167311,-7.67374e-05,-0.00417782,-0.011445,0.0242334
0.000699532,-0.000568568,0.0072923,-0.0298889,-0.0138712,-0.0422491
-0.00303112,0.000728906,-0.00879094,-0.0972488,0.0498037,0.0474115
-0.00213372,-0.000852524,0.00344423,-0.0587967,-0.0694323,0.0112405
-0.000184762,0.00231534,-0.0047383,-0.0853317,0.0651121,-0.0344214
-0.00373517,-0.000950633,-0.0145392,-0.154507,0.0507307,0.129321
0.000708473,0.000336112,0.00963977,-0.171689,0.12958,-0.113843
-0.000367391,0.00204605,0.00389246,-0.0898407,0.179027,-0.0306067
5.43714e-05,-0.00573546,-0.000246491,-0.0569503,-0.0748224,0.0385461
-0.00325345,0.00303441,0.00055078,-0.136109,0.0838499,-0.0482916
-0.00222229,-0.00225955,0.00183538,-0.0422638,-0.000496864,-0.00416321
-0.00134979,-0.00172251,0.000185523,0.0352967,-0.0190439,-0.0180411
0.0015967,0.0010193,0.0041962,-0.0192154,0.0398321,-0.0859045
-0.00100528,-0.00272006,0.00141576,-0.0668228,-0.0505228,0.0534387
-0.00444173,0.00122863,0.0122309,-0.0782287,0.102103,-0.000256958
-0.000960457,0.00065607,-0.0142722,-0.0444267,0.0373297,0.0893274
-0.000117052,0.00362641,-0.00342461,-0.078244,0.0380468,0.0238443
-0.000264633,0.00231773,9.06324e-05,-0.0381897,0.0653296,0.0111871
0.00176789,0.00121457,0.00873474,-0.0431106,-0.0033617,0.00223022
-0.00426053,-5.60868e-05,0.00174383,-0.106625,0.140944,0.022822
-0.00246512,0.0034489,0.00611309,-0.11002,0.122905,-0.10214
-0.00181328,0.0014928,-0.0179162,-0.0641601,-0.0275202,0.115771
8.82268e-05,-0.00349539,-0.00725647,-0.0673034,-0.00188923,0.0639368
0.00189389,0.00125581,0.00187114,-0.0650718,-0.0183802,-0.00118774
-0.00406169,0.00380522,-0.00369021,-0.131848,0.0602217,0.0638605
0.000158918,-0.00106615,-0.00600621,-0.0784843,0.0148802,0.136462
-0.00235127,0.00480384,0.00539211,-0.0777443,0.081027,-0.00167603
-0.00110685,-0.000323116,-0.000194039,-0.0291069,-0.0608339,0.0390039
-0.00110565,-0.000486194,-0.00187298,-0.0541046,0.00944042,0.0378366
-0.00428103,-0.00121373,-0.00304076,-0.0873382,0.097167,-0.036756
-0.00291227,-0.000240742,-0.0093598,-0.0533378,-0.0375223,0.119097
-0.00290774,-0.000400721,-0.00383374,-0.153058,0.0478506,0.0779291
-0.00108742,0.00160796,-0.00508877,-0.139363,0.153575,0.0214105
0.00097717,0.000633658,-0.00571105,-0.0194671,0.0127592,0.0949121
-0.00233721,-0.00372404,0.0039945,-0.0757377,0.0974112,-0.0611243
-0.00126671,0.00283903,0.00228218,-0.134755,0.128978,-0.0463538
-0.00201141,-0.00231165,-0.00216052,-0.0898674,0.0540609,0.0794092
-0.00408076,-0.000904857
